"","recency","history_segment","history","mens","womens","zip_code","newbie","channel","segment","visit","conversion","spend","treatment"
"23090",11,"2) $100 - $200",124.93,1,0,"Urban",0,"Web","No E-Mail",1,0,0,0
"23091",4,"3) $200 - $350",297.81,1,0,"Surburban",0,"Phone","No E-Mail",1,0,0,0
"23092",8,"1) $0 - $100",33.26,1,0,"Urban",1,"Web","No E-Mail",0,0,0,0
"23093",9,"1) $0 - $100",66.33,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0
"23094",5,"3) $200 - $350",292.3,0,1,"Urban",0,"Phone","Mens E-Mail",0,0,0,1
"23095",9,"1) $0 - $100",67.79,1,0,"Surburban",0,"Web","No E-Mail",1,0,0,0
"23096",10,"1) $0 - $100",89.35,0,1,"Surburban",0,"Phone","Mens E-Mail",0,0,0,1
"23097",1,"4) $350 - $500",360.1,0,1,"Surburban",0,"Phone","Mens E-Mail",0,0,0,1
"23098",1,"2) $100 - $200",167.28,1,0,"Urban",1,"Web","Mens E-Mail",0,0,0,1
"23099",1,"5) $500 - $750",506.56,1,1,"Surburban",1,"Phone","No E-Mail",0,0,0,0
"23100",2,"4) $350 - $500",365.85,1,0,"Surburban",0,"Multichannel","Mens E-Mail",0,0,0,1
"23101",10,"2) $100 - $200",131.86,1,0,"Urban",0,"Web","Mens E-Mail",0,0,0,1
"23102",2,"4) $350 - $500",405.79,0,1,"Surburban",0,"Multichannel","Mens E-Mail",0,0,0,1
"23103",11,"3) $200 - $350",302.67,1,0,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1
"23104",10,"3) $200 - $350",226.97,0,1,"Urban",0,"Web","No E-Mail",0,0,0,0
"23105",10,"1) $0 - $100",29.99,1,0,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1
"23106",2,"1) $0 - $100",63.91,0,1,"Rural",1,"Phone","No E-Mail",0,0,0,0
"23107",5,"2) $100 - $200",106.17,1,0,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1
"23108",10,"1) $0 - $100",91.01,1,0,"Urban",0,"Phone","Mens E-Mail",0,0,0,1
"23109",6,"2) $100 - $200",106,0,1,"Urban",1,"Phone","No E-Mail",0,0,0,0
"23110",8,"1) $0 - $100",66.73,0,1,"Surburban",0,"Phone","Mens E-Mail",0,0,0,1
"23111",10,"1) $0 - $100",29.99,1,0,"Surburban",1,"Web","No E-Mail",0,0,0,0
"23112",1,"3) $200 - $350",238.34,0,1,"Surburban",0,"Web","No E-Mail",0,0,0,0
"23113",5,"2) $100 - $200",189.68,1,0,"Surburban",0,"Phone","No E-Mail",1,0,0,0
"23114",12,"2) $100 - $200",116.72,1,0,"Surburban",0,"Web","No E-Mail",1,0,0,0
"23115",2,"3) $200 - $350",273.63,1,0,"Urban",1,"Web","Mens E-Mail",0,0,0,1
"23116",8,"2) $100 - $200",138.18,1,0,"Urban",1,"Phone","No E-Mail",0,0,0,0
"23117",1,"1) $0 - $100",82.06,1,0,"Surburban",1,"Web","No E-Mail",0,0,0,0
"23118",3,"4) $350 - $500",352.32,1,0,"Surburban",0,"Phone","Mens E-Mail",1,0,0,1
"23119",9,"2) $100 - $200",140.72,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0
"23120",1,"4) $350 - $500",364.86,1,0,"Surburban",1,"Web","Mens E-Mail",0,0,0,1
"23121",1,"3) $200 - $350",270.9,1,1,"Surburban",0,"Web","No E-Mail",0,0,0,0
"23122",2,"7) $1,000 +",1204.72,1,0,"Surburban",1,"Multichannel","No E-Mail",0,0,0,0
"23123",6,"2) $100 - $200",185.58,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0
"23124",6,"2) $100 - $200",128.76,1,0,"Urban",0,"Web","Mens E-Mail",1,0,0,1
"23125",5,"1) $0 - $100",62.95,0,1,"Surburban",0,"Web","Mens E-Mail",1,0,0,1
"23126",5,"1) $0 - $100",41.52,0,1,"Urban",0,"Web","No E-Mail",1,0,0,0
"23127",8,"5) $500 - $750",712.12,1,1,"Urban",1,"Web","Mens E-Mail",0,0,0,1
"23128",4,"1) $0 - $100",50.84,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0
"23129",5,"2) $100 - $200",167.99,0,1,"Surburban",0,"Web","No E-Mail",0,0,0,0
"23130",8,"2) $100 - $200",101.12,1,0,"Surburban",1,"Web","Mens E-Mail",0,0,0,1
"23131",4,"4) $350 - $500",362.75,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0
"23132",10,"5) $500 - $750",637.56,0,1,"Surburban",1,"Phone","No E-Mail",0,0,0,0
"23133",10,"1) $0 - $100",54.46,0,1,"Rural",0,"Phone","Mens E-Mail",0,0,0,1
"23134",9,"1) $0 - $100",74.06,0,1,"Surburban",1,"Web","No E-Mail",0,0,0,0
"23135",1,"2) $100 - $200",186.6,1,0,"Surburban",1,"Phone","No E-Mail",0,0,0,0
"23136",9,"3) $200 - $350",226.48,0,1,"Surburban",0,"Web","Mens E-Mail",0,0,0,1
"23137",9,"1) $0 - $100",29.99,1,0,"Surburban",0,"Web","No E-Mail",1,0,0,0
"23138",3,"1) $0 - $100",90.13,0,1,"Urban",0,"Web","Mens E-Mail",0,0,0,1
"23139",10,"5) $500 - $750",570.1,0,1,"Urban",1,"Multichannel","No E-Mail",0,0,0,0
"23140",4,"1) $0 - $100",82.57,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0
"23141",8,"3) $200 - $350",223.18,1,0,"Rural",0,"Multichannel","No E-Mail",0,0,0,0
"23142",10,"2) $100 - $200",114.3,1,0,"Urban",1,"Phone","No E-Mail",0,0,0,0
"23143",2,"2) $100 - $200",112.03,1,0,"Urban",1,"Web","Mens E-Mail",0,0,0,1
"23144",1,"5) $500 - $750",625.36,1,1,"Surburban",1,"Multichannel","Mens E-Mail",0,0,0,1
"23145",1,"1) $0 - $100",80.91,0,1,"Urban",0,"Web","No E-Mail",0,0,0,0
"23146",11,"1) $0 - $100",29.99,1,0,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1
"23147",1,"1) $0 - $100",33.63,0,1,"Surburban",0,"Web","Mens E-Mail",0,0,0,1
"23148",6,"1) $0 - $100",29.99,1,0,"Surburban",0,"Phone","Mens E-Mail",0,0,0,1
"23149",5,"3) $200 - $350",269.75,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0
"23150",6,"1) $0 - $100",29.99,1,0,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1
"23151",2,"4) $350 - $500",351.72,1,1,"Urban",0,"Web","Mens E-Mail",1,0,0,1
"23152",2,"1) $0 - $100",29.99,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0
"23153",1,"6) $750 - $1,000",922.76,0,1,"Rural",1,"Phone","No E-Mail",0,0,0,0
"23154",5,"2) $100 - $200",131.69,1,0,"Surburban",0,"Web","Mens E-Mail",0,0,0,1
"23155",4,"2) $100 - $200",120.82,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0
"23156",9,"2) $100 - $200",142.29,1,0,"Surburban",1,"Web","No E-Mail",0,0,0,0
"23157",3,"5) $500 - $750",604.45,1,0,"Surburban",1,"Multichannel","Mens E-Mail",0,0,0,1
"23158",2,"6) $750 - $1,000",857.8,0,1,"Surburban",1,"Multichannel","No E-Mail",1,0,0,0
"23159",3,"2) $100 - $200",160.37,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0
"23160",1,"2) $100 - $200",117.62,1,0,"Rural",0,"Phone","Mens E-Mail",1,0,0,1
"23161",6,"3) $200 - $350",258.54,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0
"23162",2,"2) $100 - $200",181.58,1,0,"Surburban",0,"Phone","Mens E-Mail",0,0,0,1
"23163",2,"2) $100 - $200",196.01,1,0,"Urban",1,"Phone","No E-Mail",0,0,0,0
"23164",2,"4) $350 - $500",417.54,1,0,"Surburban",0,"Web","Mens E-Mail",0,0,0,1
"23165",4,"3) $200 - $350",247.92,1,0,"Urban",0,"Web","Mens E-Mail",1,1,29.99,1
"23166",1,"1) $0 - $100",29.99,1,0,"Urban",1,"Phone","Mens E-Mail",0,0,0,1
"23167",4,"1) $0 - $100",81.44,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0
"23168",1,"6) $750 - $1,000",995.55,1,1,"Surburban",1,"Multichannel","No E-Mail",0,0,0,0
"23169",1,"4) $350 - $500",365.79,1,0,"Urban",0,"Phone","Mens E-Mail",1,1,499,1
"23170",1,"1) $0 - $100",29.99,1,0,"Rural",0,"Web","No E-Mail",0,0,0,0
"23171",1,"5) $500 - $750",713,1,0,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1
"23172",1,"3) $200 - $350",304.18,1,0,"Urban",1,"Phone","No E-Mail",0,0,0,0
"23173",9,"3) $200 - $350",259.77,0,1,"Surburban",0,"Web","Mens E-Mail",0,0,0,1
"23174",7,"2) $100 - $200",168.95,1,0,"Urban",1,"Phone","No E-Mail",0,0,0,0
"23175",2,"2) $100 - $200",140.15,1,0,"Urban",0,"Phone","No E-Mail",1,0,0,0
"23176",10,"2) $100 - $200",156.08,0,1,"Rural",0,"Web","Mens E-Mail",0,0,0,1
"23177",10,"3) $200 - $350",248.41,1,1,"Surburban",0,"Multichannel","Mens E-Mail",1,1,29.99,1
"23178",3,"3) $200 - $350",247.64,0,1,"Urban",1,"Web","No E-Mail",0,0,0,0
"23179",12,"1) $0 - $100",29.99,0,1,"Surburban",0,"Web","Mens E-Mail",0,0,0,1
"23180",2,"2) $100 - $200",195.76,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0
"23181",4,"1) $0 - $100",36.01,1,0,"Urban",0,"Phone","Mens E-Mail",0,0,0,1
"23182",8,"1) $0 - $100",29.99,0,1,"Urban",0,"Phone","Mens E-Mail",0,0,0,1
"23183",3,"2) $100 - $200",184.13,1,0,"Rural",0,"Web","No E-Mail",1,0,0,0
"23184",4,"7) $1,000 +",1137.38,0,1,"Urban",1,"Multichannel","Mens E-Mail",0,0,0,1
"23185",5,"1) $0 - $100",53.12,0,1,"Rural",1,"Phone","No E-Mail",0,0,0,0
"23186",9,"2) $100 - $200",112.51,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0
"23187",2,"2) $100 - $200",100.99,0,1,"Surburban",1,"Web","Mens E-Mail",0,0,0,1
"23188",1,"1) $0 - $100",80.53,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0
"23189",1,"3) $200 - $350",237.44,1,0,"Rural",1,"Phone","Mens E-Mail",0,0,0,1
"23190",3,"4) $350 - $500",381.4,0,1,"Urban",0,"Web","No E-Mail",0,0,0,0
"23191",12,"3) $200 - $350",280.14,1,0,"Urban",0,"Web","Mens E-Mail",0,0,0,1
"23192",2,"1) $0 - $100",29.99,0,1,"Urban",0,"Web","Mens E-Mail",0,0,0,1
"23193",1,"2) $100 - $200",148.29,0,1,"Urban",1,"Web","Mens E-Mail",0,0,0,1
"23194",2,"3) $200 - $350",260.17,0,1,"Surburban",0,"Multichannel","No E-Mail",1,0,0,0
"23195",11,"1) $0 - $100",29.99,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0
"23196",5,"6) $750 - $1,000",796.23,0,1,"Surburban",1,"Web","No E-Mail",0,0,0,0
"23197",12,"1) $0 - $100",34.15,0,1,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1
"23198",12,"1) $0 - $100",40.29,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0
"23199",3,"2) $100 - $200",105.49,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0
"23200",10,"3) $200 - $350",212.53,1,0,"Surburban",1,"Web","No E-Mail",0,0,0,0
"23201",9,"1) $0 - $100",29.99,1,0,"Urban",1,"Phone","Mens E-Mail",1,0,0,1
"23202",11,"1) $0 - $100",29.99,0,1,"Urban",0,"Web","No E-Mail",0,0,0,0
"23203",6,"6) $750 - $1,000",781.81,1,0,"Surburban",1,"Multichannel","Mens E-Mail",0,0,0,1
"23204",7,"2) $100 - $200",114.86,1,0,"Surburban",1,"Phone","No E-Mail",0,0,0,0
"23205",10,"2) $100 - $200",147.08,0,1,"Rural",0,"Phone","Mens E-Mail",1,0,0,1
"23206",6,"3) $200 - $350",224.77,1,0,"Surburban",1,"Phone","No E-Mail",0,0,0,0
"23207",1,"1) $0 - $100",99.67,1,0,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1
"23208",1,"3) $200 - $350",289.66,1,0,"Urban",1,"Web","No E-Mail",0,0,0,0
"23209",2,"5) $500 - $750",586.45,1,1,"Urban",1,"Web","Mens E-Mail",0,0,0,1
"23210",1,"2) $100 - $200",175.43,1,0,"Urban",0,"Phone","Mens E-Mail",0,0,0,1
"23211",9,"1) $0 - $100",29.99,0,1,"Surburban",1,"Web","Mens E-Mail",0,0,0,1
"23212",9,"3) $200 - $350",285.38,1,0,"Rural",0,"Multichannel","No E-Mail",0,0,0,0
"23213",10,"2) $100 - $200",182.5,0,1,"Rural",0,"Web","No E-Mail",0,0,0,0
"23214",11,"1) $0 - $100",89.84,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0
"23215",2,"2) $100 - $200",129.66,0,1,"Urban",1,"Phone","No E-Mail",0,0,0,0
"23216",2,"6) $750 - $1,000",783.28,1,1,"Surburban",1,"Web","Mens E-Mail",0,0,0,1
"23217",2,"3) $200 - $350",291.9,0,1,"Rural",0,"Multichannel","Mens E-Mail",0,0,0,1
"23218",6,"1) $0 - $100",29.99,1,0,"Urban",0,"Web","No E-Mail",0,0,0,0
"23219",4,"1) $0 - $100",29.99,0,1,"Urban",0,"Phone","No E-Mail",0,0,0,0
"23220",2,"1) $0 - $100",58.84,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0
"23221",9,"1) $0 - $100",50.33,0,1,"Surburban",1,"Web","No E-Mail",0,0,0,0
"23222",12,"2) $100 - $200",182.03,1,0,"Rural",0,"Web","No E-Mail",0,0,0,0
"23223",9,"4) $350 - $500",389.11,0,1,"Urban",0,"Phone","Mens E-Mail",1,0,0,1
"23224",1,"7) $1,000 +",1364.92,1,1,"Urban",1,"Web","No E-Mail",0,0,0,0
"23225",3,"2) $100 - $200",183.09,0,1,"Urban",0,"Phone","Mens E-Mail",0,0,0,1
"23226",4,"2) $100 - $200",154.89,1,0,"Surburban",0,"Web","Mens E-Mail",0,0,0,1
"23227",4,"1) $0 - $100",29.99,1,0,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1
"23228",6,"3) $200 - $350",259.57,0,1,"Urban",0,"Web","No E-Mail",0,0,0,0
"23229",1,"4) $350 - $500",422.03,0,1,"Surburban",0,"Web","No E-Mail",0,0,0,0
"23230",10,"3) $200 - $350",342.95,0,1,"Urban",0,"Phone","No E-Mail",0,0,0,0
"23231",4,"2) $100 - $200",115.43,1,0,"Urban",1,"Phone","Mens E-Mail",0,0,0,1
"23232",10,"4) $350 - $500",478.01,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0
"23233",2,"1) $0 - $100",82.38,1,0,"Rural",1,"Web","No E-Mail",1,0,0,0
"23234",8,"1) $0 - $100",87.66,0,1,"Rural",0,"Phone","Mens E-Mail",1,0,0,1
"23235",3,"1) $0 - $100",52.44,1,0,"Surburban",1,"Phone","No E-Mail",1,0,0,0
"23236",7,"4) $350 - $500",444.73,0,1,"Rural",0,"Web","No E-Mail",0,0,0,0
"23237",1,"1) $0 - $100",29.99,1,0,"Surburban",1,"Web","Mens E-Mail",0,0,0,1
"23238",10,"1) $0 - $100",29.99,0,1,"Urban",1,"Phone","Mens E-Mail",0,0,0,1
"23239",10,"1) $0 - $100",62.4,1,0,"Surburban",1,"Web","Mens E-Mail",0,0,0,1
"23240",11,"2) $100 - $200",189.48,1,0,"Urban",0,"Web","No E-Mail",0,0,0,0
"23241",10,"1) $0 - $100",32.13,0,1,"Urban",1,"Web","Mens E-Mail",0,0,0,1
"23242",6,"1) $0 - $100",29.99,1,0,"Urban",0,"Web","No E-Mail",0,0,0,0
"23243",7,"3) $200 - $350",310.07,0,1,"Urban",0,"Multichannel","Mens E-Mail",0,0,0,1
"23244",1,"1) $0 - $100",45.9,1,0,"Urban",1,"Web","Mens E-Mail",0,0,0,1
"23245",3,"2) $100 - $200",102.18,1,0,"Urban",1,"Web","Mens E-Mail",0,0,0,1
"23246",5,"1) $0 - $100",29.99,1,0,"Urban",1,"Web","Mens E-Mail",0,0,0,1
"23247",1,"2) $100 - $200",194.49,1,0,"Surburban",1,"Web","Mens E-Mail",0,0,0,1
"23248",4,"1) $0 - $100",92.28,0,1,"Urban",0,"Web","No E-Mail",1,0,0,0
"23249",7,"5) $500 - $750",745.73,1,1,"Surburban",1,"Phone","No E-Mail",0,0,0,0
"23250",10,"2) $100 - $200",164.88,1,0,"Surburban",0,"Web","Mens E-Mail",0,0,0,1
"23251",4,"6) $750 - $1,000",826.57,1,0,"Urban",1,"Web","Mens E-Mail",0,0,0,1
"23252",9,"2) $100 - $200",184.41,0,1,"Urban",1,"Web","Mens E-Mail",0,0,0,1
"23253",10,"1) $0 - $100",36.31,0,1,"Rural",0,"Web","Mens E-Mail",1,0,0,1
"23254",4,"5) $500 - $750",655.36,1,0,"Surburban",1,"Multichannel","Mens E-Mail",0,0,0,1
"23255",11,"1) $0 - $100",29.99,1,0,"Rural",0,"Phone","No E-Mail",0,0,0,0
"23256",7,"2) $100 - $200",152.1,1,0,"Rural",0,"Web","Mens E-Mail",0,0,0,1
"23257",1,"4) $350 - $500",477.97,1,1,"Surburban",1,"Multichannel","No E-Mail",0,0,0,0
"23258",10,"1) $0 - $100",29.99,1,0,"Urban",0,"Web","Mens E-Mail",0,0,0,1
"23259",6,"3) $200 - $350",288.84,0,1,"Urban",1,"Phone","Mens E-Mail",0,0,0,1
"23260",3,"2) $100 - $200",150.25,0,1,"Rural",0,"Phone","No E-Mail",0,0,0,0
"23261",8,"1) $0 - $100",97.41,0,1,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1
"23262",4,"1) $0 - $100",65.08,0,1,"Urban",0,"Phone","Mens E-Mail",0,0,0,1
"23263",4,"1) $0 - $100",32.16,1,0,"Surburban",1,"Phone","Mens E-Mail",1,0,0,1
"23264",11,"1) $0 - $100",30.7,1,0,"Surburban",0,"Web","Mens E-Mail",0,0,0,1
"23265",1,"3) $200 - $350",245.11,0,1,"Surburban",0,"Multichannel","No E-Mail",0,0,0,0
"23266",11,"1) $0 - $100",34.68,1,0,"Urban",1,"Web","Mens E-Mail",0,0,0,1
"23267",4,"2) $100 - $200",120.21,0,1,"Urban",0,"Web","No E-Mail",0,0,0,0
"23268",3,"5) $500 - $750",681.92,0,1,"Urban",1,"Multichannel","Mens E-Mail",1,0,0,1
"23269",10,"1) $0 - $100",29.99,1,0,"Surburban",0,"Phone","Mens E-Mail",0,0,0,1
"23270",3,"4) $350 - $500",427.14,1,0,"Urban",0,"Multichannel","No E-Mail",0,0,0,0
"23271",4,"2) $100 - $200",134.97,0,1,"Surburban",1,"Web","Mens E-Mail",0,0,0,1
"23272",11,"2) $100 - $200",136.88,1,0,"Urban",0,"Web","Mens E-Mail",0,0,0,1
"23273",2,"2) $100 - $200",136.94,0,1,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1
"23274",9,"4) $350 - $500",395.27,1,0,"Urban",1,"Web","Mens E-Mail",1,0,0,1
"23275",11,"1) $0 - $100",45.51,0,1,"Surburban",0,"Web","No E-Mail",0,0,0,0
"23276",12,"1) $0 - $100",57.05,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0
"23277",10,"3) $200 - $350",205.16,0,1,"Surburban",1,"Multichannel","No E-Mail",0,0,0,0
"23278",3,"3) $200 - $350",271.3,1,0,"Urban",0,"Phone","Mens E-Mail",0,0,0,1
"23279",10,"2) $100 - $200",179.41,0,1,"Rural",0,"Web","Mens E-Mail",0,0,0,1
"23280",11,"3) $200 - $350",348.51,1,1,"Surburban",1,"Multichannel","Mens E-Mail",0,0,0,1
"23281",7,"3) $200 - $350",323.2,1,1,"Surburban",0,"Web","Mens E-Mail",0,0,0,1
"23282",2,"6) $750 - $1,000",781.21,0,1,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1
"23283",11,"1) $0 - $100",29.99,1,0,"Rural",1,"Phone","Mens E-Mail",0,0,0,1
"23284",9,"3) $200 - $350",217.38,0,1,"Urban",0,"Multichannel","Mens E-Mail",1,0,0,1
"23285",1,"2) $100 - $200",151.27,0,1,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1
"23286",9,"3) $200 - $350",295.25,1,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0
"23287",3,"1) $0 - $100",99.13,0,1,"Urban",0,"Phone","No E-Mail",0,0,0,0
"23288",9,"1) $0 - $100",29.99,0,1,"Urban",1,"Web","Mens E-Mail",0,0,0,1
"23289",10,"1) $0 - $100",67.35,0,1,"Surburban",1,"Web","Mens E-Mail",0,0,0,1
"23290",5,"1) $0 - $100",76.93,0,1,"Surburban",1,"Web","No E-Mail",0,0,0,0
"23291",10,"1) $0 - $100",29.99,0,1,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1
"23292",9,"2) $100 - $200",139.28,0,1,"Urban",0,"Phone","No E-Mail",0,0,0,0
"23293",6,"4) $350 - $500",387.44,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0
"23294",9,"2) $100 - $200",182.53,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0
"23295",6,"1) $0 - $100",80.73,1,0,"Urban",1,"Phone","No E-Mail",0,0,0,0
"23296",1,"4) $350 - $500",417.83,0,1,"Surburban",0,"Phone","Mens E-Mail",0,0,0,1
"23297",9,"1) $0 - $100",29.99,1,0,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1
"23298",11,"2) $100 - $200",138.01,0,1,"Urban",0,"Web","Mens E-Mail",0,0,0,1
"23299",6,"1) $0 - $100",97.61,1,0,"Rural",0,"Web","Mens E-Mail",1,0,0,1
"23300",1,"4) $350 - $500",469.83,0,1,"Surburban",1,"Web","Mens E-Mail",0,0,0,1
"23301",12,"1) $0 - $100",29.99,0,1,"Surburban",1,"Web","Mens E-Mail",0,0,0,1
"23302",11,"3) $200 - $350",237.87,1,0,"Surburban",1,"Web","No E-Mail",0,0,0,0
"23303",1,"7) $1,000 +",1298.91,0,1,"Urban",1,"Multichannel","No E-Mail",0,0,0,0
"23304",12,"2) $100 - $200",111.08,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0
"23305",1,"3) $200 - $350",258.48,1,0,"Rural",0,"Phone","No E-Mail",0,0,0,0
"23306",1,"5) $500 - $750",522.22,1,1,"Surburban",1,"Web","No E-Mail",0,0,0,0
"23307",1,"3) $200 - $350",315.54,1,0,"Rural",1,"Multichannel","No E-Mail",0,0,0,0
"23308",4,"1) $0 - $100",63.1,0,1,"Rural",1,"Phone","No E-Mail",0,0,0,0
"23309",6,"4) $350 - $500",490.97,0,1,"Urban",0,"Multichannel","No E-Mail",0,0,0,0
"23310",12,"2) $100 - $200",199.13,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0
"23311",12,"2) $100 - $200",105.34,0,1,"Rural",0,"Phone","Mens E-Mail",0,0,0,1
"23312",10,"3) $200 - $350",322.1,0,1,"Rural",1,"Phone","No E-Mail",0,0,0,0
"23313",6,"1) $0 - $100",58.09,0,1,"Rural",0,"Phone","Mens E-Mail",0,0,0,1
"23314",9,"3) $200 - $350",299.77,1,0,"Urban",1,"Phone","No E-Mail",0,0,0,0
"23315",2,"2) $100 - $200",113.12,1,0,"Urban",1,"Phone","No E-Mail",0,0,0,0
"23316",6,"3) $200 - $350",243.04,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0
"23317",9,"2) $100 - $200",178.74,0,1,"Urban",0,"Phone","Mens E-Mail",0,0,0,1
"23318",7,"2) $100 - $200",151.33,0,1,"Surburban",1,"Web","No E-Mail",0,0,0,0
"23319",1,"2) $100 - $200",151.6,0,1,"Urban",1,"Web","No E-Mail",0,0,0,0
"23320",4,"4) $350 - $500",441.2,0,1,"Surburban",0,"Multichannel","No E-Mail",1,0,0,0
"23321",10,"3) $200 - $350",257.43,1,0,"Urban",0,"Web","Mens E-Mail",0,0,0,1
"23322",2,"1) $0 - $100",29.99,1,0,"Urban",1,"Web","Mens E-Mail",0,0,0,1
"23323",9,"3) $200 - $350",318.77,0,1,"Urban",1,"Phone","No E-Mail",0,0,0,0
"23324",2,"2) $100 - $200",139.63,0,1,"Surburban",0,"Web","Mens E-Mail",1,0,0,1
"23325",4,"3) $200 - $350",339.24,1,1,"Surburban",0,"Web","No E-Mail",0,0,0,0
"23326",1,"4) $350 - $500",497.34,1,1,"Surburban",0,"Multichannel","No E-Mail",0,0,0,0
"23327",2,"3) $200 - $350",215.76,1,0,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1
"23328",3,"1) $0 - $100",40.4,1,0,"Surburban",0,"Web","Mens E-Mail",0,0,0,1
"23329",11,"2) $100 - $200",106.51,0,1,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1
"23330",8,"4) $350 - $500",399.94,0,1,"Urban",1,"Phone","No E-Mail",0,0,0,0
"23331",8,"2) $100 - $200",110.2,1,0,"Urban",0,"Web","Mens E-Mail",0,0,0,1
"23332",1,"7) $1,000 +",1240.7,1,0,"Urban",1,"Web","No E-Mail",0,0,0,0
"23333",1,"3) $200 - $350",344.58,0,1,"Rural",0,"Phone","No E-Mail",0,0,0,0
"23334",3,"1) $0 - $100",41.19,1,0,"Urban",1,"Web","No E-Mail",0,0,0,0
"23335",2,"2) $100 - $200",101.74,1,0,"Surburban",0,"Web","Mens E-Mail",0,0,0,1
"23336",3,"2) $100 - $200",167.19,1,0,"Surburban",1,"Web","Mens E-Mail",0,0,0,1
"23337",3,"2) $100 - $200",119.4,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0
"23338",2,"7) $1,000 +",1340,0,1,"Urban",1,"Multichannel","No E-Mail",0,0,0,0
"23339",4,"3) $200 - $350",272.99,1,0,"Urban",1,"Phone","Mens E-Mail",0,0,0,1
"23340",12,"2) $100 - $200",101.88,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0
"23341",11,"2) $100 - $200",166.67,1,0,"Urban",1,"Web","No E-Mail",0,0,0,0
"23342",1,"2) $100 - $200",174.35,1,0,"Urban",0,"Web","Mens E-Mail",0,0,0,1
"23343",10,"1) $0 - $100",51.72,0,1,"Surburban",0,"Web","No E-Mail",0,0,0,0
"23344",1,"5) $500 - $750",554.67,1,1,"Urban",1,"Multichannel","Mens E-Mail",0,0,0,1
"23345",1,"5) $500 - $750",713.05,1,1,"Urban",1,"Phone","No E-Mail",0,0,0,0
"23346",8,"3) $200 - $350",287.78,0,1,"Surburban",0,"Web","Mens E-Mail",0,0,0,1
"23347",11,"1) $0 - $100",38.31,0,1,"Urban",1,"Phone","Mens E-Mail",0,0,0,1
"23348",2,"2) $100 - $200",152.45,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0
"23349",9,"1) $0 - $100",45.1,0,1,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1
"23350",3,"2) $100 - $200",142.54,1,0,"Urban",1,"Web","No E-Mail",0,0,0,0
"23351",4,"4) $350 - $500",409.11,0,1,"Urban",1,"Web","No E-Mail",0,0,0,0
"23352",6,"2) $100 - $200",152.83,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0
"23353",12,"1) $0 - $100",29.99,0,1,"Surburban",1,"Web","No E-Mail",0,0,0,0
"23354",3,"1) $0 - $100",29.99,1,0,"Surburban",0,"Web","Mens E-Mail",0,0,0,1
"23355",12,"4) $350 - $500",392.6,1,0,"Urban",0,"Web","No E-Mail",0,0,0,0
