"","recency","history_segment","history","mens","womens","zip_code","newbie","channel","segment","visit","conversion","spend","treatment","obs_rate_c","obs_rate_t","random_number"
"15195",5,"2) $100 - $200",105.44,0,1,"Urban",1,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.711343381786719
"15196",9,"2) $100 - $200",181.1,1,0,"Urban",0,"Web","No E-Mail",0,0,0,0,1,0.5,0.0611217208206654
"15197",12,"2) $100 - $200",126.82,0,1,"Surburban",0,"Web","Mens E-Mail",0,0,0,1,1,0.5,0.42204936221242
"15198",4,"3) $200 - $350",256.92,0,1,"Urban",0,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.480839470401406
"15199",9,"2) $100 - $200",105.61,1,0,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1,1,0.5,0.467350143473595
"15200",5,"2) $100 - $200",123.6,1,0,"Urban",1,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.0707229326944798
"15201",6,"3) $200 - $350",315.93,0,1,"Surburban",0,"Multichannel","Mens E-Mail",1,0,0,1,0.5,1,0.196403053123504
"15202",5,"5) $500 - $750",648.53,1,0,"Urban",1,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.35712782968767
"15203",9,"4) $350 - $500",359.59,0,1,"Surburban",0,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.781037364620715
"15204",7,"2) $100 - $200",141.68,0,1,"Urban",1,"Phone","No E-Mail",0,0,0,0,1,0.5,0.464684302220121
"15205",5,"2) $100 - $200",193.4,0,1,"Urban",0,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.207362901652232
"15206",9,"5) $500 - $750",655.29,0,1,"Urban",1,"Multichannel","Mens E-Mail",0,0,0,1,0.5,1,0.606865816283971
"15207",9,"1) $0 - $100",62.88,1,0,"Urban",1,"Web","No E-Mail",0,0,0,0,1,0.5,0.182254693703726
"15208",6,"1) $0 - $100",51.2,1,0,"Rural",0,"Phone","No E-Mail",0,0,0,0,1,0.5,0.347731255693361
"15209",10,"4) $350 - $500",384.04,1,1,"Urban",0,"Multichannel","No E-Mail",0,0,0,0,0.5,1,0.0772801612038165
"15210",10,"2) $100 - $200",110.47,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0,1,0.5,0.0452637646812946
"15211",11,"4) $350 - $500",372.6,0,1,"Surburban",1,"Phone","No E-Mail",0,0,0,0,0.5,1,0.150673262774944
"15212",5,"3) $200 - $350",205.73,1,1,"Urban",1,"Multichannel","No E-Mail",0,0,0,0,0.5,1,0.0190968362148851
"15213",2,"2) $100 - $200",123.38,0,1,"Urban",0,"Web","No E-Mail",1,0,0,0,0.5,1,0.490088979015127
"15214",2,"2) $100 - $200",119.13,0,1,"Rural",1,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.794349341420457
"15215",11,"1) $0 - $100",29.99,1,0,"Surburban",0,"Web","Mens E-Mail",0,0,0,1,1,0.5,0.276628586696461
"15216",4,"5) $500 - $750",501.16,0,1,"Urban",1,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.642835443140939
"15217",6,"3) $200 - $350",287.96,1,0,"Urban",1,"Phone","No E-Mail",0,0,0,0,1,0.5,0.163598838960752
"15218",12,"1) $0 - $100",60.88,0,1,"Rural",0,"Web","No E-Mail",0,0,0,0,1,0.5,0.452501931693405
"15219",1,"2) $100 - $200",149.08,1,0,"Surburban",1,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.248319431673735
"15220",3,"1) $0 - $100",29.99,0,1,"Surburban",1,"Web","Mens E-Mail",1,0,0,1,0.5,1,0.728044356452301
"15221",1,"5) $500 - $750",670.63,1,1,"Surburban",1,"Multichannel","Mens E-Mail",0,0,0,1,0.5,1,0.495056831045076
"15222",2,"4) $350 - $500",452,1,0,"Urban",0,"Multichannel","No E-Mail",0,0,0,0,0.5,1,0.254559179535136
"15223",8,"1) $0 - $100",68.53,1,0,"Rural",0,"Phone","No E-Mail",0,0,0,0,1,0.5,0.600678300950676
"15224",12,"2) $100 - $200",195.33,1,0,"Urban",0,"Web","Mens E-Mail",1,0,0,1,1,0.5,0.308529678499326
"15225",12,"2) $100 - $200",185.69,1,0,"Urban",0,"Web","No E-Mail",0,0,0,0,1,0.5,0.236395482905209
"15226",10,"3) $200 - $350",332.17,1,0,"Surburban",0,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.309792481129989
"15227",1,"3) $200 - $350",227.93,1,0,"Urban",1,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.336930779041722
"15228",5,"2) $100 - $200",144.89,1,0,"Urban",0,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.0290950615890324
"15229",7,"1) $0 - $100",91.1,0,1,"Urban",1,"Web","Mens E-Mail",0,0,0,1,1,0.5,0.305098494514823
"15230",4,"1) $0 - $100",33.18,1,0,"Urban",0,"Web","No E-Mail",0,0,0,0,0.5,1,0.147929930826649
"15231",2,"3) $200 - $350",297.76,1,0,"Urban",0,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.21839366783388
"15232",1,"4) $350 - $500",409.89,1,0,"Surburban",1,"Multichannel","Mens E-Mail",0,0,0,1,0.5,1,0.845132859423757
"15233",4,"2) $100 - $200",140.62,1,0,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.372174112126231
"15234",5,"1) $0 - $100",74.2,0,1,"Rural",1,"Web","No E-Mail",0,0,0,0,0.5,1,0.450207613874227
"15235",3,"3) $200 - $350",250.12,0,1,"Surburban",1,"Phone","Mens E-Mail",1,0,0,1,0.5,1,0.0661975299008191
"15236",10,"3) $200 - $350",301.89,1,1,"Urban",0,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.817498008022085
"15237",10,"2) $100 - $200",142.43,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0,1,0.5,0.333128126105294
"15238",10,"1) $0 - $100",29.99,1,0,"Surburban",0,"Phone","Mens E-Mail",0,0,0,1,1,0.5,0.295402242336422
"15239",10,"3) $200 - $350",202.6,0,1,"Urban",1,"Phone","No E-Mail",0,0,0,0,1,0.5,0.66356912557967
"15240",5,"6) $750 - $1,000",901.75,0,1,"Urban",1,"Phone","No E-Mail",0,0,0,0,0.5,1,0.129544982453808
"15241",10,"1) $0 - $100",34.24,1,0,"Surburban",1,"Web","Mens E-Mail",0,0,0,1,1,0.5,0.366979609942064
"15242",2,"2) $100 - $200",144.84,1,0,"Urban",0,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.50004149437882
"15243",5,"5) $500 - $750",556.33,1,0,"Rural",1,"Multichannel","No E-Mail",0,0,0,0,0.5,1,0.309206048259512
"15244",2,"1) $0 - $100",52.96,0,1,"Rural",1,"Phone","No E-Mail",1,0,0,0,0.5,1,0.325614563887939
"15245",6,"1) $0 - $100",33.73,0,1,"Surburban",1,"Phone","No E-Mail",0,0,0,0,1,0.5,0.151474231155589
"15246",10,"2) $100 - $200",195.24,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0,1,0.5,0.496301067527384
"15247",2,"3) $200 - $350",337.96,1,1,"Surburban",1,"Phone","Mens E-Mail",1,0,0,1,0.5,1,0.773383471416309
"15248",12,"1) $0 - $100",82.59,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0,1,0.5,0.249043521238491
"15249",1,"2) $100 - $200",169.88,0,1,"Urban",1,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.277998665580526
"15250",7,"3) $200 - $350",260.49,1,1,"Rural",0,"Web","No E-Mail",1,0,0,0,1,0.5,0.553735519293696
"15251",7,"1) $0 - $100",82.57,1,0,"Urban",1,"Phone","Mens E-Mail",1,0,0,1,1,0.5,0.283665271475911
"15252",3,"3) $200 - $350",325.45,0,1,"Surburban",1,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.767610425595194
"15253",5,"2) $100 - $200",183.02,1,0,"Rural",1,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.866866672644392
"15254",2,"1) $0 - $100",98.96,0,1,"Urban",1,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.187969017773867
"15255",2,"1) $0 - $100",54.12,1,0,"Surburban",1,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.169104880653322
"15256",9,"1) $0 - $100",72.53,0,1,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1,1,0.5,0.149416009429842
"15257",4,"1) $0 - $100",55.57,0,1,"Rural",1,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.746169728692621
"15258",3,"3) $200 - $350",207.24,1,0,"Surburban",1,"Phone","No E-Mail",0,0,0,0,0.5,1,0.242375083267689
"15259",3,"1) $0 - $100",29.99,1,0,"Rural",1,"Phone","No E-Mail",0,0,0,0,0.5,1,0.198740483727306
"15260",11,"1) $0 - $100",29.99,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0,1,0.5,0.0344077707268298
"15261",11,"4) $350 - $500",482.18,1,1,"Surburban",0,"Multichannel","No E-Mail",1,0,0,0,0.5,1,0.337288958253339
"15262",5,"1) $0 - $100",29.99,0,1,"Rural",0,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.495743422303349
"15263",1,"2) $100 - $200",106.78,1,0,"Urban",0,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.608157662674785
"15264",2,"3) $200 - $350",266.18,1,0,"Urban",0,"Web","Mens E-Mail",1,1,62.12,1,0.5,1,0.82805405347608
"15265",9,"2) $100 - $200",189.94,0,1,"Urban",1,"Phone","No E-Mail",0,0,0,0,1,0.5,0.861268840031698
"15266",1,"4) $350 - $500",396.59,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0,0.5,1,0.0932695069350302
"15267",4,"6) $750 - $1,000",832.06,0,1,"Rural",1,"Web","No E-Mail",0,0,0,0,0.5,1,0.146247121971101
"15268",11,"2) $100 - $200",124.95,0,1,"Urban",1,"Web","No E-Mail",0,0,0,0,1,0.5,0.125849328702316
"15269",11,"1) $0 - $100",29.99,0,1,"Surburban",1,"Web","No E-Mail",0,0,0,0,1,0.5,0.613104592310265
"15270",10,"1) $0 - $100",78.13,1,0,"Urban",1,"Phone","No E-Mail",0,0,0,0,1,0.5,0.865673924097791
"15271",7,"1) $0 - $100",76.71,1,0,"Surburban",1,"Web","No E-Mail",0,0,0,0,1,0.5,0.799719831207767
"15272",7,"1) $0 - $100",45.39,1,0,"Urban",1,"Web","No E-Mail",0,0,0,0,1,0.5,0.256986557273194
"15273",4,"1) $0 - $100",91.68,0,1,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.795486692106351
"15274",7,"3) $200 - $350",205.37,1,1,"Urban",0,"Phone","No E-Mail",0,0,0,0,1,0.5,0.773358616279438
"15275",10,"3) $200 - $350",287.14,0,1,"Rural",0,"Web","No E-Mail",0,0,0,0,1,0.5,0.913198682013899
"15276",10,"3) $200 - $350",234.12,1,0,"Urban",1,"Phone","No E-Mail",0,0,0,0,1,0.5,0.591013302095234
"15277",2,"4) $350 - $500",399.26,1,1,"Surburban",0,"Multichannel","No E-Mail",0,0,0,0,0.5,1,0.213978773681447
"15278",8,"4) $350 - $500",352.37,0,1,"Surburban",1,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.623944235267118
"15279",11,"2) $100 - $200",129.2,1,0,"Surburban",1,"Web","No E-Mail",0,0,0,0,1,0.5,0.0304575872141868
"15280",5,"3) $200 - $350",331.88,1,1,"Urban",0,"Multichannel","Mens E-Mail",1,0,0,1,0.5,1,0.935531510272995
"15281",2,"2) $100 - $200",134.57,1,0,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.727840471314266
"15282",10,"1) $0 - $100",29.99,1,0,"Urban",0,"Web","Mens E-Mail",0,0,0,1,1,0.5,0.365889315959066
"15283",2,"4) $350 - $500",392.56,0,1,"Rural",0,"Web","Mens E-Mail",1,0,0,1,0.5,1,0.477348539279774
"15284",5,"4) $350 - $500",408.93,1,0,"Urban",1,"Multichannel","Mens E-Mail",0,0,0,1,0.5,1,0.137174522969872
"15285",1,"4) $350 - $500",492.61,0,1,"Surburban",0,"Multichannel","Mens E-Mail",0,0,0,1,0.5,1,0.118798131356016
"15286",9,"1) $0 - $100",81.25,1,0,"Urban",0,"Web","No E-Mail",0,0,0,0,1,0.5,0.406152020441368
"15287",1,"3) $200 - $350",299.94,0,1,"Rural",0,"Phone","No E-Mail",0,0,0,0,0.5,1,0.0153322403784841
"15288",3,"5) $500 - $750",517.87,0,1,"Rural",1,"Multichannel","No E-Mail",0,0,0,0,0.5,1,0.311487467959523
"15289",6,"1) $0 - $100",59.38,1,0,"Rural",1,"Phone","Mens E-Mail",0,0,0,1,1,0.5,0.40267516230233
"15290",3,"1) $0 - $100",68,0,1,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.53135037375614
"15291",9,"3) $200 - $350",297.07,1,1,"Urban",0,"Phone","Mens E-Mail",1,0,0,1,1,0.5,0.234794498421252
"15292",6,"1) $0 - $100",94.27,0,1,"Urban",1,"Web","No E-Mail",0,0,0,0,1,0.5,0.39652098226361
"15293",11,"1) $0 - $100",66.57,1,0,"Urban",1,"Web","Mens E-Mail",0,0,0,1,1,0.5,0.109181724023074
"15294",10,"1) $0 - $100",68.3,0,1,"Surburban",1,"Web","No E-Mail",0,0,0,0,1,0.5,0.908452345058322
"15295",6,"1) $0 - $100",29.99,1,0,"Surburban",1,"Web","No E-Mail",0,0,0,0,1,0.5,0.824065323686227
"15296",8,"3) $200 - $350",282.26,1,0,"Urban",0,"Web","No E-Mail",0,0,0,0,1,0.5,0.946145034162328
"15297",3,"3) $200 - $350",303.39,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0,0.5,1,0.28545841970481
"15298",11,"1) $0 - $100",29.99,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0,1,0.5,0.398447578772902
"15299",4,"1) $0 - $100",32.19,0,1,"Rural",0,"Web","No E-Mail",0,0,0,0,0.5,1,0.157722191419452
"15300",3,"3) $200 - $350",203.54,1,0,"Rural",0,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.265661717625335
"15301",4,"2) $100 - $200",123.15,1,0,"Urban",1,"Web","No E-Mail",0,0,0,0,0.5,1,0.387672680895776
"15302",9,"3) $200 - $350",295.49,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0,1,0.5,0.38012488046661
"15303",9,"1) $0 - $100",29.99,1,0,"Surburban",0,"Phone","Mens E-Mail",1,0,0,1,1,0.5,0.0299253899138421
"15304",6,"1) $0 - $100",94.16,1,0,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1,1,0.5,0.433493487536907
"15305",8,"5) $500 - $750",568.31,1,0,"Urban",1,"Multichannel","No E-Mail",0,0,0,0,0.5,1,0.360584726789966
"15306",3,"2) $100 - $200",131.03,1,0,"Urban",1,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.840395796811208
"15307",12,"1) $0 - $100",39.2,0,1,"Surburban",1,"Phone","No E-Mail",0,0,0,0,1,0.5,0.291893801884726
"15308",3,"1) $0 - $100",92.91,1,0,"Rural",0,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.186819891678169
"15309",1,"2) $100 - $200",140.25,0,1,"Surburban",0,"Web","No E-Mail",0,0,0,0,0.5,1,0.467633793829009
"15310",3,"4) $350 - $500",366.17,1,0,"Surburban",0,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.516076972475275
"15311",10,"2) $100 - $200",127.69,1,0,"Urban",0,"Web","Mens E-Mail",0,0,0,1,1,0.5,0.405218756059185
"15312",8,"1) $0 - $100",93.29,1,0,"Rural",1,"Web","No E-Mail",1,0,0,0,1,0.5,0.260619908105582
"15313",9,"2) $100 - $200",110.07,1,0,"Urban",0,"Web","Mens E-Mail",0,0,0,1,1,0.5,0.110626776469871
"15314",3,"5) $500 - $750",518.81,1,0,"Rural",1,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.990528001217172
"15315",6,"2) $100 - $200",188.86,0,1,"Surburban",1,"Web","No E-Mail",0,0,0,0,1,0.5,0.679057039087638
"15316",2,"1) $0 - $100",29.99,0,1,"Surburban",1,"Phone","Mens E-Mail",1,0,0,1,0.5,1,0.389973897254094
"15317",10,"1) $0 - $100",41.11,0,1,"Surburban",0,"Phone","Mens E-Mail",0,0,0,1,1,0.5,0.00279780151322484
"15318",10,"1) $0 - $100",29.99,1,0,"Surburban",1,"Phone","No E-Mail",0,0,0,0,1,0.5,0.649207744980231
"15319",4,"2) $100 - $200",177.56,0,1,"Surburban",0,"Web","Mens E-Mail",1,0,0,1,0.5,1,0.427392408018932
"15320",9,"1) $0 - $100",29.99,1,0,"Surburban",0,"Web","Mens E-Mail",0,0,0,1,1,0.5,0.387362043373287
"15321",11,"1) $0 - $100",70.93,1,0,"Urban",0,"Web","No E-Mail",0,0,0,0,1,0.5,0.183312478009611
"15322",2,"1) $0 - $100",42.02,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0,0.5,1,0.342760529834777
"15323",10,"2) $100 - $200",161.97,1,0,"Surburban",1,"Web","Mens E-Mail",0,0,0,1,1,0.5,0.435999473324046
"15324",1,"3) $200 - $350",254.02,1,1,"Urban",0,"Web","No E-Mail",0,0,0,0,0.5,1,0.058491790201515
"15325",2,"7) $1,000 +",1382.06,1,0,"Surburban",1,"Multichannel","Mens E-Mail",0,0,0,1,0.5,1,0.897983868373558
"15326",3,"1) $0 - $100",29.99,1,0,"Urban",0,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.556237774901092
"15327",8,"1) $0 - $100",74.83,1,0,"Urban",1,"Web","No E-Mail",0,0,0,0,1,0.5,0.167159272590652
"15328",2,"2) $100 - $200",111.11,0,1,"Urban",0,"Web","No E-Mail",0,0,0,0,0.5,1,0.137417847756296
"15329",3,"1) $0 - $100",29.99,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0,0.5,1,0.00267547997646034
"15330",7,"1) $0 - $100",46.07,1,0,"Urban",0,"Phone","Mens E-Mail",0,0,0,1,1,0.5,0.305366670712829
"15331",1,"1) $0 - $100",29.99,1,0,"Surburban",0,"Web","Mens E-Mail",1,0,0,1,0.5,1,0.467973227379844
"15332",10,"1) $0 - $100",29.99,0,1,"Urban",0,"Phone","No E-Mail",0,0,0,0,1,0.5,0.445845681941137
"15333",12,"1) $0 - $100",29.99,1,0,"Rural",0,"Web","No E-Mail",0,0,0,0,1,0.5,0.894095176598057
"15334",3,"3) $200 - $350",314.75,1,0,"Surburban",1,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.800212037982419
"15335",6,"5) $500 - $750",512.76,0,1,"Urban",1,"Phone","No E-Mail",0,0,0,0,0.5,1,0.433531590737402
"15336",1,"3) $200 - $350",340.5,1,1,"Rural",0,"Web","Mens E-Mail",1,0,0,1,0.5,1,0.405009744688869
"15337",7,"1) $0 - $100",29.99,1,0,"Surburban",0,"Web","Mens E-Mail",0,0,0,1,1,0.5,0.116531646344811
"15338",1,"2) $100 - $200",159.42,1,0,"Urban",1,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.144941345090047
"15339",4,"2) $100 - $200",162.61,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0,0.5,1,0.303965588798746
"15340",1,"1) $0 - $100",70.35,1,0,"Surburban",0,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.382134166778997
"15341",4,"4) $350 - $500",466.12,0,1,"Urban",0,"Phone","No E-Mail",0,0,0,0,0.5,1,0.0190123631618917
"15342",6,"3) $200 - $350",313.07,1,0,"Urban",1,"Phone","No E-Mail",0,0,0,0,0.5,1,0.0613451641984284
"15343",1,"5) $500 - $750",737.58,1,1,"Urban",1,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.835245169699192
"15344",11,"3) $200 - $350",256.42,1,1,"Surburban",1,"Web","Mens E-Mail",0,0,0,1,1,0.5,0.0933508889283985
"15345",3,"1) $0 - $100",29.99,1,0,"Urban",0,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.67694249865599
"15346",3,"3) $200 - $350",203.07,1,1,"Surburban",0,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.595906032714993
"15347",4,"5) $500 - $750",744.45,1,1,"Surburban",1,"Multichannel","No E-Mail",0,0,0,0,0.5,1,0.251419255277142
"15348",6,"3) $200 - $350",263.59,0,1,"Rural",0,"Phone","No E-Mail",0,0,0,0,1,0.5,0.864633611170575
"15349",11,"1) $0 - $100",80.1,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0,1,0.5,0.309501781361178
"15350",5,"2) $100 - $200",178.53,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0,0.5,1,0.485266997944564
"15351",10,"2) $100 - $200",117.25,1,0,"Surburban",1,"Phone","No E-Mail",0,0,0,0,1,0.5,0.932853315491229
"15352",8,"3) $200 - $350",229.45,1,1,"Urban",1,"Multichannel","No E-Mail",0,0,0,0,0.5,1,0.271196565125138
"15353",9,"3) $200 - $350",271.13,1,0,"Surburban",1,"Web","No E-Mail",0,0,0,0,1,0.5,0.304968572920188
"15354",6,"1) $0 - $100",90.72,0,1,"Urban",1,"Web","Mens E-Mail",0,0,0,1,1,0.5,0.359182736836374
"15355",1,"2) $100 - $200",187.69,1,0,"Surburban",0,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.712322427891195
"15356",7,"3) $200 - $350",323.4,0,1,"Urban",1,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.733152200933546
"15357",10,"1) $0 - $100",29.99,1,0,"Rural",0,"Phone","No E-Mail",0,0,0,0,1,0.5,0.203152204863727
"15358",6,"1) $0 - $100",29.99,1,0,"Surburban",1,"Web","No E-Mail",0,0,0,0,1,0.5,0.83567408262752
"15359",5,"2) $100 - $200",155.7,0,1,"Surburban",0,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.815649331081659
"15360",1,"6) $750 - $1,000",929.64,0,1,"Rural",1,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.546473960159346
"15361",6,"3) $200 - $350",247.02,0,1,"Rural",0,"Phone","No E-Mail",0,0,0,0,1,0.5,0.57166287349537
"15362",3,"2) $100 - $200",171.16,0,1,"Urban",0,"Phone","No E-Mail",0,0,0,0,0.5,1,0.0353320450522006
"15363",6,"1) $0 - $100",44.24,1,0,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1,1,0.5,0.478746417909861
"15364",8,"1) $0 - $100",53.3,0,1,"Urban",1,"Web","No E-Mail",0,0,0,0,1,0.5,0.16470131254755
"15365",1,"4) $350 - $500",427.49,1,1,"Surburban",0,"Multichannel","Mens E-Mail",0,0,0,1,0.5,1,0.658426783047616
"15366",1,"1) $0 - $100",63.91,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0,0.5,1,0.473963364260271
"15367",1,"1) $0 - $100",46.76,0,1,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.560681371949613
"15368",5,"4) $350 - $500",426.93,0,1,"Surburban",0,"Web","No E-Mail",0,0,0,0,0.5,1,0.476464862702414
"15369",2,"7) $1,000 +",1584.25,1,1,"Urban",1,"Phone","No E-Mail",0,0,0,0,0.5,1,0.140247598988935
"15370",1,"1) $0 - $100",29.99,0,1,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.984943228773773
"15371",2,"2) $100 - $200",106.04,1,0,"Urban",1,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.628691416233778
"15372",2,"3) $200 - $350",339.52,1,0,"Rural",0,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.292830295162275
"15373",3,"1) $0 - $100",45.41,0,1,"Urban",1,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.1100075149443
"15374",5,"3) $200 - $350",228.11,1,1,"Urban",1,"Phone","Mens E-Mail",1,0,0,1,0.5,1,0.689124073600397
"15375",10,"6) $750 - $1,000",911.59,1,1,"Urban",1,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.610774530563504
"15376",5,"4) $350 - $500",456.14,1,1,"Urban",0,"Web","No E-Mail",0,0,0,0,0.5,1,0.33153260499239
"15377",2,"2) $100 - $200",130.68,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0,0.5,1,0.4030219046399
"15378",12,"1) $0 - $100",67.73,0,1,"Surburban",1,"Web","Mens E-Mail",1,0,0,1,1,0.5,0.395896341186017
"15379",11,"3) $200 - $350",333.12,0,1,"Urban",0,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.0994718240108341
"15380",4,"3) $200 - $350",273.76,1,0,"Urban",1,"Phone","No E-Mail",0,0,0,0,0.5,1,0.122000196017325
"15381",9,"3) $200 - $350",316.55,0,1,"Surburban",0,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.127209702739492
"15382",11,"3) $200 - $350",274.57,0,1,"Urban",1,"Web","No E-Mail",0,0,0,0,1,0.5,0.231285640969872
"15383",9,"4) $350 - $500",382.89,1,1,"Rural",1,"Multichannel","Mens E-Mail",1,0,0,1,0.5,1,0.100904433522373
"15384",2,"1) $0 - $100",29.99,0,1,"Urban",1,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.399102129274979
"15385",2,"2) $100 - $200",121.08,1,0,"Urban",0,"Phone","No E-Mail",1,0,0,0,0.5,1,0.30926260817796
"15386",8,"3) $200 - $350",217.73,1,0,"Rural",1,"Phone","Mens E-Mail",0,0,0,1,1,0.5,0.37279068492353
"15387",7,"4) $350 - $500",412.35,0,1,"Urban",0,"Multichannel","Mens E-Mail",1,0,0,1,0.5,1,0.707492284243926
"15388",9,"2) $100 - $200",100.24,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0,1,0.5,0.877386045409366
"15389",6,"5) $500 - $750",572.39,1,0,"Urban",1,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.134506389964372
"15390",9,"2) $100 - $200",107.21,1,0,"Surburban",1,"Web","No E-Mail",0,0,0,0,1,0.5,0.916702523594722
"15391",3,"3) $200 - $350",308.88,0,1,"Urban",0,"Phone","No E-Mail",0,0,0,0,0.5,1,0.186533149797469
"15392",10,"2) $100 - $200",116.24,0,1,"Urban",0,"Web","No E-Mail",0,0,0,0,1,0.5,0.289495245320722
"15393",4,"1) $0 - $100",29.99,0,1,"Urban",0,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.79059693403542
"15394",10,"2) $100 - $200",198.71,0,1,"Surburban",1,"Web","Mens E-Mail",0,0,0,1,1,0.5,0.0689476286061108
"15395",2,"1) $0 - $100",29.99,0,1,"Surburban",1,"Web","Mens E-Mail",1,0,0,1,0.5,1,0.338814256945625
"15396",7,"2) $100 - $200",122.51,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0,1,0.5,0.971732765669003
"15397",11,"2) $100 - $200",118.38,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0,1,0.5,0.417108207941055
"15398",3,"5) $500 - $750",662.97,1,1,"Urban",1,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.015834187855944
"15399",3,"4) $350 - $500",356.13,1,0,"Surburban",0,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.930485977558419
"15400",1,"6) $750 - $1,000",876.37,0,1,"Urban",1,"Multichannel","Mens E-Mail",0,0,0,1,0.5,1,0.230935859726742
"15401",1,"4) $350 - $500",379.54,0,1,"Urban",0,"Multichannel","No E-Mail",1,1,52.35,0,0.5,1,0.202463017078117
"15402",3,"5) $500 - $750",504.99,1,0,"Urban",1,"Multichannel","Mens E-Mail",0,0,0,1,0.5,1,0.858248074073344
"15403",7,"1) $0 - $100",83.01,1,0,"Rural",0,"Web","Mens E-Mail",0,0,0,1,1,0.5,0.395874961744994
